857:	00000010
858:	00000001
859:	00000001
860:	00000101
861:	00000100
862:	00000111
863:	00000100
864:	00000110
865:	00000000
866:	00000100
867:	00000000
868:	00000100
869:	00000111
870:	00000110
871:	00000010
872:	00000010
873:	00000110
874:	00000010
875:	00000000
876:	00000001
877:	00000101
878:	00000010
879:	00000010
880:	00000100
881:	00000100
882:	00000100
883:	00000011
884:	00000001
885:	00000101
886:	00000110
887:	00000100
888:	00000111
889:	00000011
890:	00000100
891:	00000111
892:	00000100
893:	00000001
894:	00000111
895:	00000110
896:	00000111
897:	00000000
898:	00000100
899:	00000000
900:	00000001
901:	00000110
902:	00000000
903:	00000110
904:	00000111
905:	00000011
906:	00000110
907:	00000001
908:	00000111
909:	00000001
910:	00000100
911:	00000001
912:	00000111
913:	00000100
914:	00000010
915:	00000111
916:	00000010
917:	00000011
918:	00000111
919:	00000001
920:	00000101
921:	00000110
922:	00000000
923:	00000110
924:	00000111
925:	00000001
926:	00000010
927:	00000010
928:	00000101
929:	10100001
930:	10100010
931:	10100011
932:	10100100
933:	10100101
934:	10100110
935:	10100111
936:	10101000
937:	10101001
938:	10101010
939:	10101011
940:	10101100
941:	10101101
942:	10101110
943:	10101111
944:	10110000
945:	10110001
946:	10110010
947:	10110011
948:	10110100
949:	10110101
950:	10110110
951:	10110111
952:	10111000
953:	10111001
954:	10111010
955:	10111011
956:	10111100
957:	10111101
958:	10111110
959:	10111111
960:	11000000
961:	11000001
962:	11000010
963:	11000011
964:	11000100
965:	11000101
966:	11000110
967:	11000111
968:	11001000
969:	11001001
970:	11001010
971:	11001011
972:	11001100
973:	11001101
974:	11001110
975:	00000100
976:	00000110
977:	00000101
978:	00000101
979:	00000110
980:	00000011
981:	00000001
982:	00000110
983:	00000011
984:	00000001
985:	00000100
986:	00000001
987:	00000111
988:	00000000
989:	00000011
990:	00000100
991:	00000110
992:	00000110
993:	00000000
994:	00000001
995:	00000111
996:	00000111
997:	00000101
998:	00000101
999:	00000110
1000:	00000100
1001:	00000110
1002:	00000010
1003:	00000011
1004:	00000111
1005:	00000110
1006:	00000101
1007:	00000101
1008:	00000110
1009:	00000100
1010:	00000010
1011:	00000010
1012:	00000110
1013:	00000000
1014:	00000110
1015:	00000011
1016:	00000001
1017:	00000001
1018:	00000110
1019:	00000100
1020:	00000011
1021:	00000001
1022:	00000110
1023:	00000010
